title,venue,description,url,Participatory,Quirky,DatingFunVibe,KidFriendly,TotalScore,Tag,PickForNewsletter
Cara Connors: BORN TO SUCK (Live!) Tickets,MainStage,"She’s back, baby! Fresh off her debut special Straight for Pay (Amazon Prime)—hailed by The New York Times as one of “6 Terrific Specials From 6 Very Different Comics” and one of Paste Magazine’s “Best Comedy Albums of the Year.” —comedian, writer, and certified chaos agent Cara Connors brings her bold new hour BORN TO SUCK home to Comedy Bar Toronto for one night only!
With appearances on Just for Laughs, Dating #NoFilter (Peacock), OUTtv’s Cara Takes Up Space, and over 35 cities toured across North America and Europe, Connors has cemented herself as a comedic force with a fearless, full-body style that’s as raw as it is ridiculous.
BORN TO SUCK blends deeply personal storytelling, absurdist characters, and sharp social satire into a heartfelt, hilarious performance.
“A frenetic charm and a powerhouse voice that shifts from giggly to laid-back to demonic in a flash. It’s a promising debut.” The New York Times
“Part Sandra Bernhard, part Kristen Wiig, part intangible, undeniable charm…She’s a blast and a half that deserves to rocket into stardom.” The Comics Comic
“Genuinely had me laughing out loud.” Paste Magazine
Additional Credits: Groundlings Sunday Company, Edinburgh Fringe, New York Comedy Festival, CBC, Winnipeg Comedy Festival, Sirius XM, Lovett Or Leave It.
Check out
caraconnors.com/tickets
for more information.
Watch some of her Stand Up:
here
,
here
, or
here
Follow Cara
@caraconnscomedy
for updates and emotional spirals.
$28 online, $33 at the door
ACCESSIBILITY
Comedy Bar is a basement venue with 16 steps down to the entrance. Washrooms are located on the main floor.
The use of smoke machines and strobe, flashing lights or lasers may occur during performances",https://comedybar.ca/shows/Cara-Connors-BORN-TO-SUCK?ev=2025-08-16T21%3A00%3A00,2.0,9,7,1,19,,
Gluten Free Comedy Tickets,MainStage,"Gluten Free Comedy Presents: I've never been caught so it's technically not a crime. A lineup that hasn't been seen since the Usual Suspects
ACCESSIBILITY
Comedy Bar is a basement venue with 16 steps down to the entrance. Washrooms are located on the main floor.
The use of smoke machines and strobe, flashing lights or lasers may occur during performances",https://comedybar.ca/shows/gluten-free-comedy?ev=2025-08-10T20%3A30%3A00,3.0,8,7,2,20,,
Wheel Of Comedy Tickets,MainStage,"Comedians get pulled from a bucket at random and spin a wheel to decide what they have to do for their 3 minute set. Crowd work, Q&A, Audience suggestions, Freestyle Rap, Roast the hosts, Impressions and more.
Hosted by international treasures James Cummins & Dave Luca
COVID 19 INFORMATION & ACCESSIBILITY
Wearing a mask is recommended, but not mandatory.
Comedy Bar is a basement venue with 16 steps down to the entrance. Washrooms are located on the main floor.
The use of smoke machines and strobe, flashing lights or lasers may occur during performances",https://comedybar.ca/shows/wheel-of-comedy?ev=2025-08-11T21%3A30%3A00,8.0,9,7,2,26,,
COMEDY SLAM Tickets,MainStage,"Comedy Slam: Toronto's Top Weekly Pro Comedy Show at Comedy Bar
Get ready to laugh every Tuesday night at
Comedy Slam
, Toronto’s best weekly
stand-up comedy show
featuring professional comedians for just $10! Hosted by the hilarious
Kyle Patan (JFL Vancouver, JFL Toronto, Grindstone Comedy Festival)
and
Ben Bayfield (Yuk Yuks, Departure Festival)
, this fast-paced showcase brings you top talent seen on
Just For Laughs, Crave, CBC, Much Music
, and more. Every week you don't know who to expect with special drop in's in the past such as Nick Kroll, Craig Robinson, Chris Locke, and MORE! Amazing, professional stand ups for cheap.
Whether you're a die-hard comedy fan or just looking for a fun night out in Toronto,
Comedy Slam
delivers laughs from some of Canada’s best stand-up comedians as well as comedians visiting from all over the world. Don’t miss out on one of
Toronto’s top live comedy events
.
COVID 19 INFORMATION & ACCESSIBILITY
Wearing a mask is recommended, but not mandatory.
Comedy Bar is a basement venue with 16 steps down to the entrance. Washrooms are located on the main floor.
The use of smoke machines and strobe, flashing lights or lasers may occur during performances",https://comedybar.ca/shows/COMEDY-SLAM?ev=2025-08-12T21%3A30%3A00,2.0,7,8,3,20,,
The 2 Degrees LIVE Tickets,MainStage,"Spotify's The 2 Degrees Podcast is going LIVE! Every 2nd Wednesday of the month!
Hosted by Toronto’s own (almost famous) Xavi de Guzman’s -- from Netflx's Maid, CW's The 100, & Jo Koy's Easter Sunday. Showcasing a pro line up of comics -- featuring a new surprise guest host each month!
Check out past line up of guests of The 2 Degrees podcast here -
https://open.spotify.com/show/4cYdl0bZxBrkyzwsjB1Tdc?si=vHo7mYusTneB7rNhCNAGEQ
Price per ticket: ONLINE: $15 / DOOR: $20
Follow @xdeguz for more info.
ACCESSIBILITY
Comedy Bar is a basement venue with 16 steps down to the entrance. Washrooms are located on the main floor.
The use of smoke machines and strobe, flashing lights or lasers may occur during performances",https://comedybar.ca/shows/the-2-degrees-live?ev=2025-08-13T21%3A30%3A00,3.0,7,7,2,19,,
I Will Say THIS Though (PREVIEW) Tickets,MainStage,"One Queen | One Mic | No Filter
Toronto’s Queen Of Mean, VIZA, previews her new one ""woman"" show “I Will Say THIS Though”: a one of a kind comedy experience for lovers of pop culture and hilarious hot takes. With a mix of stand-up, storytelling, improvised audience segments, and a whole lot of roasting, VIZA will open her burn book live on stage, naming, shaming, and unleashing her wit and sass on everything and everyone - no person or topic is off limits.
Featuring an opening set from Anjelica Scannura
Limited early bird tickets are $18, $21 at the door
Click
here
to learn more about VIZA. Follow her on Instagram by clicking
here
ACCESSIBILITY
Comedy Bar is a basement venue with 16 steps down to the entrance. Washrooms are located on the main floor.
The use of smoke machines and strobe, flashing lights or lasers may occur during performances",https://comedybar.ca/shows/i-will-say-this-though?ev=2025-08-15T20%3A30%3A00,6.0,8,7,2,23,,
Comedy Bar: After Dark Tickets,MainStage,"Come see Toronto's best late night comedy showcase featuring a rotating cast of stand-up comics who have amassed millions of views on social media and appeared on Just For Laughs, CBC, Comedy Central UK, CTV and much much more!
Tickets are only $18 in advance!
ACCESSIBILITY
Comedy Bar is a basement venue with 16 steps down to the entrance. Washrooms are located on the main floor.
The use of smoke machines and strobe, flashing lights or lasers may occur during performances",https://comedybar.ca/shows/comedy-bar-after-dark?ev=2025-08-16T23%3A30%3A00,2.0,7,8,3,20,,
The Cat Rat Show Tickets,MainStage,"The Cat Rat Show
Get ready for a delightfully unpredictable night of musical improv! We’re opening the drawer with The Sock Drawer — a puppet show that’s equal parts adorable and unhinged. Next up, scurry along with RATS! Another Musical for a romp full of spontaneous songs and mischief. Finally, curl up for Nitin’s Kittens, where the claws come out and the tunes keep purring.
Puppets, rats, and cats
— enjoy a musical night you’ll never forget!
$18 online, $20 at the door
VENUE INFORMATION AVAILABLE
HERE",https://comedybar.ca/shows/The-Cat-Rat-show?ev=2025-08-10T21%3A00%3A00,4.0,9,6,7,26,,
Open Mic: The Bucket Show Tickets,MainStage,"Open Mic show
Put your name in the bucket: 12 names get picked",https://comedybar.ca/shows/open-mic-the-bucket-show?ev=2025-08-12T23%3A00%3A00,9.0,6,5,4,24,,
Laugh Sabbath Tickets,MainStage,"This beloved, long-running, madcap comedy show has been entertaining Toronto's top laughers since 2006!
LAUGH SABBATH is a different show every week featuring a rotating ensemble of radical and exciting comedians. Acclaimed by critics as one of the best comedy shows in the city and celebrated by fans as a cult favourite for over a decade. Come see where comedy legends are born!
Thursdays at 9:30pm in the Comedy Bar Cabaret.
Laugh Sabbath is a comedic force in Toronto and is recognized for showcasing some of the most creative and talented comedic minds in all of North America! Laugh Sabbath comedians appear at festivals across Canada and the U.S. Many have filmed their own comedy specials at Just For Laughs and headlined their own shows at JFL42. They continue to rack up countless awards and nominations for writing and performing and have been featured on CRAVE, CBC, CTV, The Comedy Network, MUCH, MTV Canada, VICE, YTV, FNTSY, IFC, Game TV and HBO Canada.
Some press:
""...the best of the city's young standup and sketch comedians."" - THE NATIONAL POST
""... a gathering spot for other comics and crowds with a taste for the unusual. A scan of the audience shows a who's who of Toronto's comedy underground.""- THE GLOBE & MAIL
""Comedy gold."" - GLENN SUMI
""... everyone on this weekly variety show killed..."" - NOW MAGAZINE
""Toronto's cream of the crop.... Don't Miss!"" - TIME OUT NEW YORK
""Laugh Sabbath is an inspiration to the whole scene."" - THE TORONTOIST
""A new era of comedy taking root in the city."" - TORONTO STAR
""A constant repository of boundary-free laughs."" - EYE WEEKLY
Follow us! @laughsabbath
ACCESSIBILITY
Comedy Bar is a basement venue with 16 steps down to the entrance. Washrooms are located on the main floor.
The use of smoke machines and strobe, flashing lights or lasers may occur during performances",https://comedybar.ca/shows/laugh-sabbath?ev=2025-08-14T21%3A30%3A00,2.0,9,7,1,19,,
Catch23 Tickets,MainStage,"Toronto's hit competitive improv show returns! 3 teams of Toronto's best improvisers compete over 4 rounds to crown the Catch23 champion. And the audience is a part of the action, scoring the scenes and giving suggestions that help make this the funniest night in the city!
Produced by Hisham Kelati and Comedy Bar
$23 online, $25 at the door
ACCESSIBILITY
Comedy Bar is a basement venue with 16 steps down to the entrance. Washrooms are located on the main floor.
The use of smoke machines and strobe, flashing lights or lasers may occur during performances",https://comedybar.ca/shows/catch23?ev=2025-08-15T21%3A00%3A00,8.0,7,7,2,24,,
Late Mic T.O.  Tickets,MainStage,"Toronto's most chaotic late night talk show open mic! You never know who will drop by late mic.
Hosted by Everardo Ramirez
Submit monologue jokes to be read at the top of show and sign-up to perform stand-up (3 mins) or sit on the couch and have a chat/do a bit/play a character/do whatever (5 mins).
Signup at 9:30pm / show at 10pm
RULES FOR LATE MIC:
1. Late Mic is a specialty open mic that takes preference of non-stand up performance. This is reflected in time allotted to performers: bits/panel/characters get 5 minutes. Stand-up gets 3 minutes. Timing is done by a kitchen timer. When the timer rings, your set is over.
2. Late Mic is a safe environment for all people. Late Mic is also a progressive mic and has a no-tolerance policy for regressive material. If your set contains xenophobic, homophobic, transphobic or misogynistic themes, do not be surprised if you are either called out or cut short, it's policy.
3. Late Mic is fun. Have fun out there.
COVID 19 INFORMATION & ACCESSIBILITY
Wearing a mask is recommended, but not mandatory.
Comedy Bar is a basement venue with 16 steps down to the entrance. Washrooms are located on the main floor.
The use of smoke machines and strobe, flashing lights or lasers may occur during performances",https://comedybar.ca/shows/late-mic-to-bloor?ev=2025-08-10T22%3A00%3A00,9.0,8,7,2,26,,
The Merry Janes of Comedy Stand Up Tickets,MainStage,"Canada’s premiere female stand-up comedy Pro-case is here for its regular 3rd Friday of the month with an incredible line up again this month!!!! Get ready for a hilarious night! We’ve got DENA JACKSON(WCF, SiriusXM) headlining!
AUGUST’s show features SASHKA DC, and HANNAH VELDHOEN And as always your host for the evening, LIANNE MAULADIN, will make this the best night you’ve had all week!
See you there!
VENUE INFORMATION AVAILABLE
HERE",https://comedybar.ca/shows/the-merry-janes-of-comedy?ev=2025-08-15T22%3A00%3A00,2.0,7,7,3,19,,
Comedy Bar: After Dark Tickets,MainStage,"Come see Toronto's best late night comedy showcase featuring a rotating cast of stand-up comics who have amassed millions of views on social media and appeared on Just For Laughs, CBC, Comedy Central UK, CTV and much much more!
Tickets are only $18 in advance!
ACCESSIBILITY
Comedy Bar is a basement venue with 16 steps down to the entrance. Washrooms are located on the main floor.
The use of smoke machines and strobe, flashing lights or lasers may occur during performances",https://comedybar.ca/shows/comedy-bar-after-dark?ev=2025-08-15T23%3A30%3A00,2.0,7,8,3,20,,
Age Against The Machine Tickets,MainStage,"Comedy isn’t just a young person’s game—it’s a grown-up’s playground! This powerhouse stand-up show flips the script, featuring razor-sharp comedians 35 and up who’ve lived, loved, and got the laugh lines to prove it. From seasoned pros to late bloomers who swapped midlife crises for mic drops, these comics are here to show that age isn’t a limitation—it’s their secret weapon. It’s bold, it’s defiant, and it’s funny enough to make you forget your bad knees. Come for the laughs, stay for the rebellion—because the machine doesn’t stand a chance!
VENUE INFORMATION AVAILABLE
HERE",https://comedybar.ca/shows/Age-Against-The-Machine?ev=2025-08-17T17%3A00%3A00,2.0,7,6,1,16,,
Judge Mintz Tickets,MainStage,"The city's best mprovisers go head-to-head in this chaotic ""Judge Judy"" style courtroom where cases are created through audience suggestion. Hosted by the eccentric Judge Mintz, and his trusty sidekick Bailiff Hay, there’s no telling what evidence may come out in this crazy courtroom.
Hosted by:
J.J. Greenberg & Brandon Craggs
$15 online, $20 at the door
ACCESSIBILITY
Comedy Bar is a basement venue with 16 steps down to the entrance. Washrooms are located on the main floor.
The use of smoke machines and strobe, flashing lights or lasers may occur during performances",https://comedybar.ca/shows/judge-mintz?ev=2025-08-18T20%3A00%3A00,8.0,9,7,3,27,,
